State,District,Abbv,CD#,2018 Cook PVI Score,2018 Winner,Party,Dem Votes,GOP Votes,Other Votes,Total Votes,Dem_races,GOP_races,All_minus_Dem,All_minus_GOP,FMargin,Dem_perc,GOP_perc,Other_perc,DemMargin_perc,2016ClintonMargin_perc,Swing_vs_2016_Prez_perc,2016 Total Votes Cast,RawVotes_vs_2016_perc
Oklahoma,OK-3,OK,3,R+27,Frank Lucas,R,61152,172913,0,234065,FALSE,TRUE,111761,-111761,7022,0.2613,0.7387,0.0000,-0.4775,-0.5280,0.0505,293417.0000,0.7977
Missouri,MO-8,MO,8,R+24,Jason Smith,R,66151,194042,4206,264399,FALSE,TRUE,132097,-123685,7932,0.2502,0.7339,0.0159,-0.4837,-0.5420,0.0583,318514.0000,0.8301
Utah,UT-1,UT,1,R+26,Rob Bishop,R,63308,156692,34333,254333,FALSE,TRUE,127717,-59051,7630,0.2489,0.6161,0.1350,-0.3672,-0.2740,-0.0932,280453.0000,0.9069
Texas,TX-8,TX,8,R+28,Kevin Brady,R,67930,200619,4621,273170,FALSE,TRUE,137310,-128068,8195,0.2487,0.7344,0.0169,-0.4857,-0.4830,-0.0027,298315.0000,0.9157
Texas,TX-19,TX,19,R+27,Jodey Arrington,R,50039,151946,0,201985,FALSE,TRUE,101907,-101907,6060,0.2477,0.7523,0.0000,-0.5045,-0.4870,-0.0175,229585.0000,0.8798
Georgia,GA-14,GA,14,R+27,Tom Graves,R,53981,175743,0,229724,FALSE,TRUE,121762,-121762,6892,0.2350,0.7650,0.0000,-0.5300,-0.5290,-0.0010,255872.0000,0.8978
Nebraska,NE-3,NE,3,R+27,Adrian Smith,R,49654,163650,0,213304,FALSE,TRUE,113996,-113996,6399,0.2328,0.7672,0.0000,-0.5344,-0.5420,0.0076,270185.0000,0.7895
Texas,TX-4,TX,4,R+28,John Ratcliffe,R,57400,188667,3178,249245,FALSE,TRUE,134445,-128089,7477,0.2303,0.7570,0.0128,-0.5267,-0.5320,0.0053,281123.0000,0.8866
Kentucky,KY-5,KY,5,R+31,Hal Rogers,R,45890,172093,34,218017,FALSE,TRUE,126237,-126169,6541,0.2105,0.7894,0.0002,-0.5789,-0.6210,0.0421,278451.0000,0.7830
Tennessee,TN-1,TN,1,R+28,Phil Roe,R,47138,172835,4309,224282,FALSE,TRUE,130006,-121388,6728,0.2102,0.7706,0.0192,-0.5604,-0.5680,0.0076,266419.0000,0.8418
Georgia,GA-9,GA,9,R+31,Doug Collins,R,57912,224661,5,282578,FALSE,TRUE,166754,-166744,8477,0.2049,0.7950,0.0000,-0.5901,-0.5850,-0.0051,297215.0000,0.9508
Alabama,AL-4,AL,4,R+30,Robert Aderholt,R,46492,184255,222,230969,FALSE,TRUE,137985,-137541,6929,0.2013,0.7977,0.0010,-0.5965,-0.6250,0.0285,292861.0000,0.7887
Texas,TX-11,TX,11,R+32,Mike Conaway,R,40631,176603,3143,220377,FALSE,TRUE,139115,-132829,6611,0.1844,0.8014,0.0143,-0.6170,-0.5850,-0.0320,249682.0000,0.8826
Texas,TX-13,TX,13,R+33,Mac Thornberry,R,35083,169027,3175,207285,FALSE,TRUE,137119,-130769,6219,0.1693,0.8154,0.0153,-0.6462,-0.6280,-0.0182,239860.0000,0.8642
California,CA-8,CA,8,R+9,Paul Cook,R,0,170785,0,170785,FALSE,TRUE,170785,-170785,5124,0.0000,1.0000,0.0000,-1.0000,-0.1510,N/A,232930.0000,0.7332
Georgia,GA-8,GA,8,R+15,Austin Scott,R,0,198152,564,198716,FALSE,TRUE,198716,-197588,5961,0.0000,0.9972,0.0028,-0.9972,-0.2890,N/A,265514.0000,0.7484
North Carolina,NC-3,NC,3,R+12,Walter Jones,R,0,187901,0,187901,FALSE,TRUE,187901,-187901,5637,0.0000,1.0000,0.0000,-1.0000,-0.2400,N/A,330774.0000,0.5681
